Identifier,Value,Field,Value,,
CHFUSD25B1WFXVOL,LAST_PRICE,0.00155,,,
CHFUSD25R1WFXVOL,LAST_PRICE,-0.00415,,,
CHFUSD15B1WFXVOL,LAST_PRICE,0.0035,,,
CHFUSD15R1WFXVOL,LAST_PRICE,-0.005875,,,
CHFUSDV1WFXVOL,LAST_PRICE,0.086775,,,
CHFUSD25B2WFXVOL,LAST_PRICE,0.001475,,,
CHFUSD25R2WFXVOL,LAST_PRICE,-0.005625,,,
CHFUSD15B2WFXVOL,LAST_PRICE,0.0033,,,
CHFUSD15R2WFXVOL,LAST_PRICE,-0.008425,,,
CHFUSDV2WFXVOL,LAST_PRICE,0.0852,,,
CHFUSD25B3WFXVOL,LAST_PRICE,0.00165,,,
CHFUSD25R3WFXVOL,LAST_PRICE,-0.007125,,,
CHFUSD15B3WFXVOL,LAST_PRICE,0.00365,,,
CHFUSD15R3WFXVOL,LAST_PRICE,-0.010675,,,
CHFUSDV3WFXVOL,LAST_PRICE,0.08825,,,
CHFUSD25B1MFXVOL,LAST_PRICE,0.0016,,,
CHFUSD25R1MFXVOL,LAST_PRICE,-0.008275,,,
CHFUSD15B1MFXVOL,LAST_PRICE,0.003625,,,
CHFUSD15R1MFXVOL,LAST_PRICE,-0.01215,,,
CHFUSDV1MFXVOL,LAST_PRICE,0.0886,,,
CHFUSD25B3MFXVOL,LAST_PRICE,0.00275,,,
CHFUSD25R3MFXVOL,LAST_PRICE,-0.0154,,,
CHFUSD15B3MFXVOL,LAST_PRICE,0.00645,,,
CHFUSD15R3MFXVOL,LAST_PRICE,-0.02295,,,
CHFUSDV3MFXVOL,LAST_PRICE,0.09985,,,
CHFUSD25B6MFXVOL,LAST_PRICE,0.003625,,,
CHFUSD25R6MFXVOL,LAST_PRICE,-0.01985,,,
CHFUSD15B6MFXVOL,LAST_PRICE,0.0087,,,
CHFUSD15R6MFXVOL,LAST_PRICE,-0.029875,,,
CHFUSDV6MFXVOL,LAST_PRICE,0.108,,,
CHFUSD25B9MFXVOL,LAST_PRICE,0.00475,,,
CHFUSD25R9MFXVOL,LAST_PRICE,-0.022525,,,
CHFUSD15B9MFXVOL,LAST_PRICE,0.010325,,,
CHFUSD15R9MFXVOL,LAST_PRICE,-0.034175,,,
CHFUSDV9MFXVOL,LAST_PRICE,0.1127,,,
CHFUSD25B1YFXVOL,LAST_PRICE,0.00445,,,
CHFUSD25R1YFXVOL,LAST_PRICE,-0.02325,,,
CHFUSD15B1YFXVOL,LAST_PRICE,0.010775,,,
CHFUSD15R1YFXVOL,LAST_PRICE,-0.035275,,,
CHFUSDV1YFXVOL,LAST_PRICE,0.1154,,,
CHFUSD25B5YFXVOL,LAST_PRICE,0.003475,,,
CHFUSD25R5YFXVOL,LAST_PRICE,-0.021825,,,
CHFUSD15B5YFXVOL,LAST_PRICE,0.00905,,,
CHFUSD15R5YFXVOL,LAST_PRICE,-0.034,,,
CHFUSDV5YFXVOL,LAST_PRICE,0.117925,,,
CHFUSD25B10YFXVOL,LAST_PRICE,0.0031,,,
CHFUSD25R10YFXVOL,LAST_PRICE,-0.0212,,,
CHFUSD15B10YFXVOL,LAST_PRICE,0.008275,,,
CHFUSD15R10YFXVOL,LAST_PRICE,-0.035425,,,
CHFUSDV10YFXVOL,LAST_PRICE,0.1183,,,
EURGBP25B1WFXVOL,LAST_PRICE,0.00155,,,
EURGBP25R1WFXVOL,LAST_PRICE,-0.00415,,,
EURGBP15B1WFXVOL,LAST_PRICE,0.0035,,,
EURGBP15R1WFXVOL,LAST_PRICE,-0.005875,,,
EURGBPV1WFXVOL,LAST_PRICE,0.086775,,,
EURGBP25B2WFXVOL,LAST_PRICE,0.001475,,,
EURGBP25R2WFXVOL,LAST_PRICE,-0.005625,,,
EURGBP15B2WFXVOL,LAST_PRICE,0.0033,,,
EURGBP15R2WFXVOL,LAST_PRICE,-0.008425,,,
EURGBPV2WFXVOL,LAST_PRICE,0.0852,,,
EURGBP25B3WFXVOL,LAST_PRICE,0.00165,,,
EURGBP25R3WFXVOL,LAST_PRICE,-0.007125,,,
EURGBP15B3WFXVOL,LAST_PRICE,0.00365,,,
EURGBP15R3WFXVOL,LAST_PRICE,-0.010675,,,
EURGBPV3WFXVOL,LAST_PRICE,0.08825,,,
EURGBP25B1MFXVOL,LAST_PRICE,0.0016,,,
EURGBP25R1MFXVOL,LAST_PRICE,-0.008275,,,
EURGBP15B1MFXVOL,LAST_PRICE,0.003625,,,
EURGBP15R1MFXVOL,LAST_PRICE,-0.01215,,,
EURGBPV1MFXVOL,LAST_PRICE,0.0886,,,
EURGBP25B3MFXVOL,LAST_PRICE,0.00275,,,
EURGBP25R3MFXVOL,LAST_PRICE,-0.0154,,,
EURGBP15B3MFXVOL,LAST_PRICE,0.00645,,,
EURGBP15R3MFXVOL,LAST_PRICE,-0.02295,,,
EURGBPV3MFXVOL,LAST_PRICE,0.09985,,,
EURGBP25B6MFXVOL,LAST_PRICE,0.003625,,,
EURGBP25R6MFXVOL,LAST_PRICE,-0.01985,,,
EURGBP15B6MFXVOL,LAST_PRICE,0.0087,,,
EURGBP15R6MFXVOL,LAST_PRICE,-0.029875,,,
EURGBPV6MFXVOL,LAST_PRICE,0.108,,,
EURGBP25B9MFXVOL,LAST_PRICE,0.00475,,,
EURGBP25R9MFXVOL,LAST_PRICE,-0.022525,,,
EURGBP15B9MFXVOL,LAST_PRICE,0.010325,,,
EURGBP15R9MFXVOL,LAST_PRICE,-0.034175,,,
EURGBPV9MFXVOL,LAST_PRICE,0.1127,,,
EURGBP25B1YFXVOL,LAST_PRICE,0.00445,,,
EURGBP25R1YFXVOL,LAST_PRICE,-0.02325,,,
EURGBP15B1YFXVOL,LAST_PRICE,0.010775,,,
EURGBP15R1YFXVOL,LAST_PRICE,-0.035275,,,
EURGBPV1YFXVOL,LAST_PRICE,0.1154,,,
EURGBP25B5YFXVOL,LAST_PRICE,0.003475,,,
EURGBP25R5YFXVOL,LAST_PRICE,-0.021825,,,
EURGBP15B5YFXVOL,LAST_PRICE,0.00905,,,
EURGBP15R5YFXVOL,LAST_PRICE,-0.034,,,
EURGBPV5YFXVOL,LAST_PRICE,0.117925,,,
EURGBP25B10YFXVOL,LAST_PRICE,0.0031,,,
EURGBP25R10YFXVOL,LAST_PRICE,-0.0212,,,
EURGBP15B10YFXVOL,LAST_PRICE,0.008275,,,
EURGBP15R10YFXVOL,LAST_PRICE,-0.035425,,,
EURGBPV10YFXVOL,LAST_PRICE,0.1183,,,
JPYUSD25B1WFXVOL,LAST_PRICE,0.00155,,,
JPYUSD25R1WFXVOL,LAST_PRICE,-0.00415,,,
JPYUSD15B1WFXVOL,LAST_PRICE,0.0035,,,
JPYUSD15R1WFXVOL,LAST_PRICE,-0.005875,,,
JPYUSDV1WFXVOL,LAST_PRICE,0.086775,,,
JPYUSD25B2WFXVOL,LAST_PRICE,0.001475,,,
JPYUSD25R2WFXVOL,LAST_PRICE,-0.005625,,,
JPYUSD15B2WFXVOL,LAST_PRICE,0.0033,,,
JPYUSD15R2WFXVOL,LAST_PRICE,-0.008425,,,
JPYUSDV2WFXVOL,LAST_PRICE,0.0852,,,
JPYUSD25B3WFXVOL,LAST_PRICE,0.00165,,,
JPYUSD25R3WFXVOL,LAST_PRICE,-0.007125,,,
JPYUSD15B3WFXVOL,LAST_PRICE,0.00365,,,
JPYUSD15R3WFXVOL,LAST_PRICE,-0.010675,,,
JPYUSDV3WFXVOL,LAST_PRICE,0.08825,,,
JPYUSD25B1MFXVOL,LAST_PRICE,0.0016,,,
JPYUSD25R1MFXVOL,LAST_PRICE,-0.008275,,,
JPYUSD15B1MFXVOL,LAST_PRICE,0.003625,,,
JPYUSD15R1MFXVOL,LAST_PRICE,-0.01215,,,
JPYUSDV1MFXVOL,LAST_PRICE,0.0886,,,
JPYUSD25B3MFXVOL,LAST_PRICE,0.00275,,,
JPYUSD25R3MFXVOL,LAST_PRICE,-0.0154,,,
JPYUSD15B3MFXVOL,LAST_PRICE,0.00645,,,
JPYUSD15R3MFXVOL,LAST_PRICE,-0.02295,,,
JPYUSDV3MFXVOL,LAST_PRICE,0.09985,,,
JPYUSD25B6MFXVOL,LAST_PRICE,0.003625,,,
JPYUSD25R6MFXVOL,LAST_PRICE,-0.01985,,,
JPYUSD15B6MFXVOL,LAST_PRICE,0.0087,,,
JPYUSD15R6MFXVOL,LAST_PRICE,-0.029875,,,
JPYUSDV6MFXVOL,LAST_PRICE,0.108,,,
JPYUSD25B9MFXVOL,LAST_PRICE,0.00475,,,
JPYUSD25R9MFXVOL,LAST_PRICE,-0.022525,,,
JPYUSD15B9MFXVOL,LAST_PRICE,0.010325,,,
JPYUSD15R9MFXVOL,LAST_PRICE,-0.034175,,,
JPYUSDV9MFXVOL,LAST_PRICE,0.1127,,,
JPYUSD25B1YFXVOL,LAST_PRICE,0.00445,,,
JPYUSD25R1YFXVOL,LAST_PRICE,-0.02325,,,
JPYUSD15B1YFXVOL,LAST_PRICE,0.010775,,,
JPYUSD15R1YFXVOL,LAST_PRICE,-0.035275,,,
JPYUSDV1YFXVOL,LAST_PRICE,0.1154,,,
JPYUSD25B5YFXVOL,LAST_PRICE,0.003475,,,
JPYUSD25R5YFXVOL,LAST_PRICE,-0.021825,,,
JPYUSD15B5YFXVOL,LAST_PRICE,0.00905,,,
JPYUSD15R5YFXVOL,LAST_PRICE,-0.034,,,
JPYUSDV5YFXVOL,LAST_PRICE,0.117925,,,
JPYUSD25B10YFXVOL,LAST_PRICE,0.0031,,,
JPYUSD25R10YFXVOL,LAST_PRICE,-0.0212,,,
JPYUSD15B10YFXVOL,LAST_PRICE,0.008275,,,
JPYUSD15R10YFXVOL,LAST_PRICE,-0.035425,,,
JPYUSDV10YFXVOL,LAST_PRICE,0.1183,,,
#EquityOption,Volatility,,,,
DJX_IDX06/16/12C50.0EQOPTIONVOL,LAST_PRICE,82.19255,,,
DJX_IDX06/16/12C55.0EQOPTIONVOL,LAST_PRICE,73.79939,,,
DJX_IDX06/16/12C60.0EQOPTIONVOL,LAST_PRICE,66.15524,,,
DJX_IDX06/16/12C65.0EQOPTIONVOL,LAST_PRICE,59.13495,,,
DJX_IDX06/16/12C70.0EQOPTIONVOL,LAST_PRICE,52.64373,,,
DJX_IDX06/16/12C75.0EQOPTIONVOL,LAST_PRICE,51.99509,,,
DJX_IDX06/16/12C80.0EQOPTIONVOL,LAST_PRICE,46.17637,,,
DJX_IDX06/16/12C85.0EQOPTIONVOL,LAST_PRICE,42.33086,,,
DJX_IDX06/16/12C90.0EQOPTIONVOL,LAST_PRICE,37.07072,,,
DJX_IDX06/16/12C95.0EQOPTIONVOL,LAST_PRICE,34.25301,,,
DJX_IDX06/16/12C100.0EQOPTIONVOL,LAST_PRICE,30.85827,,,
DJX_IDX06/16/12C105.0EQOPTIONVOL,LAST_PRICE,27.6444,,,
DJX_IDX06/16/12C110.0EQOPTIONVOL,LAST_PRICE,25.04301,,,
DJX_IDX06/16/12C115.0EQOPTIONVOL,LAST_PRICE,22.26551,,,
DJX_IDX06/16/12C120.0EQOPTIONVOL,LAST_PRICE,18.95235,,,
DJX_IDX06/16/12C125.0EQOPTIONVOL,LAST_PRICE,16.50174,,,
DJX_IDX06/16/12C130.0EQOPTIONVOL,LAST_PRICE,14.25057,,,
DJX_IDX06/16/12P135.0EQOPTIONVOL,LAST_PRICE,12.14387,,,
DJX_IDX06/16/12P140.0EQOPTIONVOL,LAST_PRICE,9.872657,,,
DJX_IDX12/22/12C80.0EQOPTIONVOL,LAST_PRICE,34.89852,,,
DJX_IDX12/22/12C85.0EQOPTIONVOL,LAST_PRICE,32.51822,,,
DJX_IDX12/22/12C90.0EQOPTIONVOL,LAST_PRICE,30.7195,,,
DJX_IDX12/22/12C95.0EQOPTIONVOL,LAST_PRICE,28.72324,,,
DJX_IDX12/22/12C100.0EQOPTIONVOL,LAST_PRICE,26.80372,,,
DJX_IDX12/22/12C105.0EQOPTIONVOL,LAST_PRICE,24.95539,,,
DJX_IDX12/22/12C110.0EQOPTIONVOL,LAST_PRICE,22.96633,,,
DJX_IDX12/22/12C115.0EQOPTIONVOL,LAST_PRICE,21.38226,,,
DJX_IDX12/22/12C120.0EQOPTIONVOL,LAST_PRICE,19.77586,,,
DJX_IDX12/22/12C125.0EQOPTIONVOL,LAST_PRICE,18.15718,,,
DJX_IDX12/22/12C130.0EQOPTIONVOL,LAST_PRICE,16.65064,,,
DJX_IDX12/22/12P135.0EQOPTIONVOL,LAST_PRICE,15.23776,,,
DJX_IDX12/22/12P140.0EQOPTIONVOL,LAST_PRICE,13.93521,,,
DJX_IDX12/22/12P145.0EQOPTIONVOL,LAST_PRICE,13.10987,,,
DJX_IDX12/22/12P150.0EQOPTIONVOL,LAST_PRICE,11.8909,,,
DJX_IDX06/22/13C75.0EQOPTIONVOL,LAST_PRICE,34.52432,,,
DJX_IDX06/22/13C80.0EQOPTIONVOL,LAST_PRICE,32.57972,,,
DJX_IDX06/22/13C85.0EQOPTIONVOL,LAST_PRICE,30.83491,,,
DJX_IDX06/22/13C90.0EQOPTIONVOL,LAST_PRICE,29.08956,,,
DJX_IDX06/22/13C95.0EQOPTIONVOL,LAST_PRICE,27.23021,,,
DJX_IDX06/22/13C100.0EQOPTIONVOL,LAST_PRICE,26.00964,,,
DJX_IDX06/22/13C105.0EQOPTIONVOL,LAST_PRICE,24.5032,,,
DJX_IDX06/22/13C110.0EQOPTIONVOL,LAST_PRICE,23.15668,,,
DJX_IDX06/22/13C115.0EQOPTIONVOL,LAST_PRICE,21.70337,,,
DJX_IDX06/22/13C120.0EQOPTIONVOL,LAST_PRICE,20.38802,,,
DJX_IDX06/22/13C125.0EQOPTIONVOL,LAST_PRICE,19.14655,,,
DJX_IDX06/22/13C130.0EQOPTIONVOL,LAST_PRICE,17.88025,,,
DJX_IDX06/22/13P135.0EQOPTIONVOL,LAST_PRICE,16.83482,,,
DJX_IDX06/22/13P140.0EQOPTIONVOL,LAST_PRICE,15.65862,,,
DJX_IDX06/22/13P145.0EQOPTIONVOL,LAST_PRICE,14.69881,,,
DJX_IDX06/22/13P150.0EQOPTIONVOL,LAST_PRICE,14.14144,,,
#Swaption,ATM,Surface,,,
JPYATMSWAPTION0C01,LAST_PRICE,0.1,,,
JPYATMSWAPTION0C02,LAST_PRICE,0.11,,,
JPYATMSWAPTION0C03,LAST_PRICE,0.12,,,
JPYATMSWAPTION0C05,LAST_PRICE,0.13,,,
JPYATMSWAPTION0C07,LAST_PRICE,0.14,,,
JPYATMSWAPTION0C10,LAST_PRICE,0.15,,,
JPYATMSWAPTION0C12,LAST_PRICE,0.16,,,
JPYATMSWAPTION0C15,LAST_PRICE,0.17,,,
JPYATMSWAPTION0C20,LAST_PRICE,0.18,,,
JPYATMSWAPTION0C30,LAST_PRICE,0.19,,,
JPYATMSWAPTION0F01,LAST_PRICE,0.1,,,
JPYATMSWAPTION0F02,LAST_PRICE,0.11,,,
JPYATMSWAPTION0F03,LAST_PRICE,0.12,,,
JPYATMSWAPTION0F05,LAST_PRICE,0.13,,,
JPYATMSWAPTION0F07,LAST_PRICE,0.14,,,
JPYATMSWAPTION0F10,LAST_PRICE,0.15,,,
JPYATMSWAPTION0F12,LAST_PRICE,0.16,,,
JPYATMSWAPTION0F15,LAST_PRICE,0.17,,,
JPYATMSWAPTION0F20,LAST_PRICE,0.18,,,
JPYATMSWAPTION0F30,LAST_PRICE,0.19,,,
JPYATMSWAPTION0101,LAST_PRICE,0.1,,,
JPYATMSWAPTION0102,LAST_PRICE,0.11,,,
JPYATMSWAPTION0103,LAST_PRICE,0.12,,,
JPYATMSWAPTION0105,LAST_PRICE,0.13,,,
JPYATMSWAPTION0107,LAST_PRICE,0.14,,,
JPYATMSWAPTION0110,LAST_PRICE,0.15,,,
JPYATMSWAPTION0112,LAST_PRICE,0.16,,,
JPYATMSWAPTION0115,LAST_PRICE,0.17,,,
JPYATMSWAPTION0120,LAST_PRICE,0.18,,,
JPYATMSWAPTION0130,LAST_PRICE,0.19,,,
JPYATMSWAPTION0201,LAST_PRICE,0.1,,,
JPYATMSWAPTION0202,LAST_PRICE,0.11,,,
JPYATMSWAPTION0203,LAST_PRICE,0.12,,,
JPYATMSWAPTION0205,LAST_PRICE,0.13,,,
JPYATMSWAPTION0207,LAST_PRICE,0.14,,,
JPYATMSWAPTION0210,LAST_PRICE,0.15,,,
JPYATMSWAPTION0212,LAST_PRICE,0.16,,,
JPYATMSWAPTION0215,LAST_PRICE,0.17,,,
JPYATMSWAPTION0220,LAST_PRICE,0.18,,,
JPYATMSWAPTION0230,LAST_PRICE,0.19,,,
JPYATMSWAPTION0301,LAST_PRICE,0.1,,,
JPYATMSWAPTION0302,LAST_PRICE,0.11,,,
JPYATMSWAPTION0303,LAST_PRICE,0.12,,,
JPYATMSWAPTION0305,LAST_PRICE,0.13,,,
JPYATMSWAPTION0307,LAST_PRICE,0.14,,,
JPYATMSWAPTION0310,LAST_PRICE,0.15,,,
JPYATMSWAPTION0312,LAST_PRICE,0.16,,,
JPYATMSWAPTION0315,LAST_PRICE,0.17,,,
JPYATMSWAPTION0320,LAST_PRICE,0.18,,,
JPYATMSWAPTION0330,LAST_PRICE,0.19,,,
JPYATMSWAPTION0501,LAST_PRICE,0.1,,,
JPYATMSWAPTION0502,LAST_PRICE,0.11,,,
JPYATMSWAPTION0503,LAST_PRICE,0.12,,,
JPYATMSWAPTION0505,LAST_PRICE,0.13,,,
JPYATMSWAPTION0507,LAST_PRICE,0.14,,,
JPYATMSWAPTION0510,LAST_PRICE,0.15,,,
JPYATMSWAPTION0512,LAST_PRICE,0.16,,,
JPYATMSWAPTION0515,LAST_PRICE,0.17,,,
JPYATMSWAPTION0520,LAST_PRICE,0.18,,,
JPYATMSWAPTION0530,LAST_PRICE,0.19,,,
JPYATMSWAPTION1001,LAST_PRICE,0.1,,,
JPYATMSWAPTION1002,LAST_PRICE,0.11,,,
JPYATMSWAPTION1003,LAST_PRICE,0.12,,,
JPYATMSWAPTION1005,LAST_PRICE,0.13,,,
JPYATMSWAPTION1007,LAST_PRICE,0.14,,,
JPYATMSWAPTION1010,LAST_PRICE,0.15,,,
JPYATMSWAPTION1012,LAST_PRICE,0.16,,,
JPYATMSWAPTION1015,LAST_PRICE,0.17,,,
JPYATMSWAPTION1020,LAST_PRICE,0.18,,,
JPYATMSWAPTION1030,LAST_PRICE,0.19,,,
USDATMSWAPTION0C01,LAST_PRICE,0.1,,,
USDATMSWAPTION0C02,LAST_PRICE,0.11,,,
USDATMSWAPTION0C03,LAST_PRICE,0.12,,,
USDATMSWAPTION0C05,LAST_PRICE,0.13,,,
USDATMSWAPTION0C07,LAST_PRICE,0.14,,,
USDATMSWAPTION0C10,LAST_PRICE,0.15,,,
USDATMSWAPTION0C12,LAST_PRICE,0.16,,,
USDATMSWAPTION0C15,LAST_PRICE,0.17,,,
USDATMSWAPTION0C20,LAST_PRICE,0.18,,,
USDATMSWAPTION0C30,LAST_PRICE,0.19,,,
USDATMSWAPTION0F01,LAST_PRICE,0.1,,,
USDATMSWAPTION0F02,LAST_PRICE,0.11,,,
USDATMSWAPTION0F03,LAST_PRICE,0.12,,,
USDATMSWAPTION0F05,LAST_PRICE,0.13,,,
USDATMSWAPTION0F07,LAST_PRICE,0.14,,,
USDATMSWAPTION0F10,LAST_PRICE,0.15,,,
USDATMSWAPTION0F12,LAST_PRICE,0.16,,,
USDATMSWAPTION0F15,LAST_PRICE,0.17,,,
USDATMSWAPTION0F20,LAST_PRICE,0.18,,,
USDATMSWAPTION0F30,LAST_PRICE,0.19,,,
USDATMSWAPTION0101,LAST_PRICE,0.1,,,
USDATMSWAPTION0102,LAST_PRICE,0.11,,,
USDATMSWAPTION0103,LAST_PRICE,0.12,,,
USDATMSWAPTION0105,LAST_PRICE,0.13,,,
USDATMSWAPTION0107,LAST_PRICE,0.14,,,
USDATMSWAPTION0110,LAST_PRICE,0.15,,,
USDATMSWAPTION0112,LAST_PRICE,0.16,,,
USDATMSWAPTION0115,LAST_PRICE,0.17,,,
USDATMSWAPTION0120,LAST_PRICE,0.18,,,
USDATMSWAPTION0130,LAST_PRICE,0.19,,,
USDATMSWAPTION0201,LAST_PRICE,0.1,,,
USDATMSWAPTION0202,LAST_PRICE,0.11,,,
USDATMSWAPTION0203,LAST_PRICE,0.12,,,
USDATMSWAPTION0205,LAST_PRICE,0.13,,,
USDATMSWAPTION0207,LAST_PRICE,0.14,,,
USDATMSWAPTION0210,LAST_PRICE,0.15,,,
USDATMSWAPTION0212,LAST_PRICE,0.16,,,
USDATMSWAPTION0215,LAST_PRICE,0.17,,,
USDATMSWAPTION0220,LAST_PRICE,0.18,,,
USDATMSWAPTION0230,LAST_PRICE,0.19,,,
USDATMSWAPTION0301,LAST_PRICE,0.1,,,
USDATMSWAPTION0302,LAST_PRICE,0.11,,,
USDATMSWAPTION0303,LAST_PRICE,0.12,,,
USDATMSWAPTION0305,LAST_PRICE,0.13,,,
USDATMSWAPTION0307,LAST_PRICE,0.14,,,
USDATMSWAPTION0310,LAST_PRICE,0.15,,,
USDATMSWAPTION0312,LAST_PRICE,0.16,,,
USDATMSWAPTION0315,LAST_PRICE,0.17,,,
USDATMSWAPTION0320,LAST_PRICE,0.18,,,
USDATMSWAPTION0330,LAST_PRICE,0.19,,,
USDATMSWAPTION0501,LAST_PRICE,0.1,,,
USDATMSWAPTION0502,LAST_PRICE,0.11,,,
USDATMSWAPTION0503,LAST_PRICE,0.12,,,
USDATMSWAPTION0505,LAST_PRICE,0.13,,,
USDATMSWAPTION0507,LAST_PRICE,0.14,,,
USDATMSWAPTION0510,LAST_PRICE,0.15,,,
USDATMSWAPTION0512,LAST_PRICE,0.16,,,
USDATMSWAPTION0515,LAST_PRICE,0.17,,,
USDATMSWAPTION0520,LAST_PRICE,0.18,,,
USDATMSWAPTION0530,LAST_PRICE,0.19,,,
USDATMSWAPTION1001,LAST_PRICE,0.1,,,
USDATMSWAPTION1002,LAST_PRICE,0.11,,,
USDATMSWAPTION1003,LAST_PRICE,0.12,,,
USDATMSWAPTION1005,LAST_PRICE,0.13,,,
USDATMSWAPTION1007,LAST_PRICE,0.14,,,
USDATMSWAPTION1010,LAST_PRICE,0.15,,,
USDATMSWAPTION1012,LAST_PRICE,0.16,,,
USDATMSWAPTION1015,LAST_PRICE,0.17,,,
USDATMSWAPTION1020,LAST_PRICE,0.18,,,
USDATMSWAPTION1030,LAST_PRICE,0.19,,,
CHFATMSWAPTION0C01,LAST_PRICE,0.1,,,
CHFATMSWAPTION0C02,LAST_PRICE,0.11,,,
CHFATMSWAPTION0C03,LAST_PRICE,0.12,,,
CHFATMSWAPTION0C05,LAST_PRICE,0.13,,,
CHFATMSWAPTION0C07,LAST_PRICE,0.14,,,
CHFATMSWAPTION0C10,LAST_PRICE,0.15,,,
CHFATMSWAPTION0C12,LAST_PRICE,0.16,,,
CHFATMSWAPTION0C15,LAST_PRICE,0.17,,,
CHFATMSWAPTION0C20,LAST_PRICE,0.18,,,
CHFATMSWAPTION0C30,LAST_PRICE,0.19,,,
CHFATMSWAPTION0F01,LAST_PRICE,0.1,,,
CHFATMSWAPTION0F02,LAST_PRICE,0.11,,,
CHFATMSWAPTION0F03,LAST_PRICE,0.12,,,
CHFATMSWAPTION0F05,LAST_PRICE,0.13,,,
CHFATMSWAPTION0F07,LAST_PRICE,0.14,,,
CHFATMSWAPTION0F10,LAST_PRICE,0.15,,,
CHFATMSWAPTION0F12,LAST_PRICE,0.16,,,
CHFATMSWAPTION0F15,LAST_PRICE,0.17,,,
CHFATMSWAPTION0F20,LAST_PRICE,0.18,,,
CHFATMSWAPTION0F30,LAST_PRICE,0.19,,,
CHFATMSWAPTION0101,LAST_PRICE,0.1,,,
CHFATMSWAPTION0102,LAST_PRICE,0.11,,,
CHFATMSWAPTION0103,LAST_PRICE,0.12,,,
CHFATMSWAPTION0105,LAST_PRICE,0.13,,,
CHFATMSWAPTION0107,LAST_PRICE,0.14,,,
CHFATMSWAPTION0110,LAST_PRICE,0.15,,,
CHFATMSWAPTION0112,LAST_PRICE,0.16,,,
CHFATMSWAPTION0115,LAST_PRICE,0.17,,,
CHFATMSWAPTION0120,LAST_PRICE,0.18,,,
CHFATMSWAPTION0130,LAST_PRICE,0.19,,,
CHFATMSWAPTION0201,LAST_PRICE,0.1,,,
CHFATMSWAPTION0202,LAST_PRICE,0.11,,,
CHFATMSWAPTION0203,LAST_PRICE,0.12,,,
CHFATMSWAPTION0205,LAST_PRICE,0.13,,,
CHFATMSWAPTION0207,LAST_PRICE,0.14,,,
CHFATMSWAPTION0210,LAST_PRICE,0.15,,,
CHFATMSWAPTION0212,LAST_PRICE,0.16,,,
CHFATMSWAPTION0215,LAST_PRICE,0.17,,,
CHFATMSWAPTION0220,LAST_PRICE,0.18,,,
CHFATMSWAPTION0230,LAST_PRICE,0.19,,,
CHFATMSWAPTION0301,LAST_PRICE,0.1,,,
CHFATMSWAPTION0302,LAST_PRICE,0.11,,,
CHFATMSWAPTION0303,LAST_PRICE,0.12,,,
CHFATMSWAPTION0305,LAST_PRICE,0.13,,,
CHFATMSWAPTION0307,LAST_PRICE,0.14,,,
CHFATMSWAPTION0310,LAST_PRICE,0.15,,,
CHFATMSWAPTION0312,LAST_PRICE,0.16,,,
CHFATMSWAPTION0315,LAST_PRICE,0.17,,,
CHFATMSWAPTION0320,LAST_PRICE,0.18,,,
CHFATMSWAPTION0330,LAST_PRICE,0.19,,,
CHFATMSWAPTION0501,LAST_PRICE,0.1,,,
CHFATMSWAPTION0502,LAST_PRICE,0.11,,,
CHFATMSWAPTION0503,LAST_PRICE,0.12,,,
CHFATMSWAPTION0505,LAST_PRICE,0.13,,,
CHFATMSWAPTION0507,LAST_PRICE,0.14,,,
CHFATMSWAPTION0510,LAST_PRICE,0.15,,,
CHFATMSWAPTION0512,LAST_PRICE,0.16,,,
CHFATMSWAPTION0515,LAST_PRICE,0.17,,,
CHFATMSWAPTION0520,LAST_PRICE,0.18,,,
CHFATMSWAPTION0530,LAST_PRICE,0.19,,,
CHFATMSWAPTION1001,LAST_PRICE,0.1,,,
CHFATMSWAPTION1002,LAST_PRICE,0.11,,,
CHFATMSWAPTION1003,LAST_PRICE,0.12,,,
CHFATMSWAPTION1005,LAST_PRICE,0.13,,,
CHFATMSWAPTION1007,LAST_PRICE,0.14,,,
CHFATMSWAPTION1010,LAST_PRICE,0.15,,,
CHFATMSWAPTION1012,LAST_PRICE,0.16,,,
CHFATMSWAPTION1015,LAST_PRICE,0.17,,,
CHFATMSWAPTION1020,LAST_PRICE,0.18,,,
CHFATMSWAPTION1030,LAST_PRICE,0.19,,,
EURATMSWAPTION0C01,LAST_PRICE,0.1,,,
EURATMSWAPTION0C02,LAST_PRICE,0.11,,,
EURATMSWAPTION0C03,LAST_PRICE,0.12,,,
EURATMSWAPTION0C05,LAST_PRICE,0.13,,,
EURATMSWAPTION0C07,LAST_PRICE,0.14,,,
EURATMSWAPTION0C10,LAST_PRICE,0.15,,,
EURATMSWAPTION0C12,LAST_PRICE,0.16,,,
EURATMSWAPTION0C15,LAST_PRICE,0.17,,,
EURATMSWAPTION0C20,LAST_PRICE,0.18,,,
EURATMSWAPTION0C30,LAST_PRICE,0.19,,,
EURATMSWAPTION0F01,LAST_PRICE,0.1,,,
EURATMSWAPTION0F02,LAST_PRICE,0.11,,,
EURATMSWAPTION0F03,LAST_PRICE,0.12,,,
EURATMSWAPTION0F05,LAST_PRICE,0.13,,,
EURATMSWAPTION0F07,LAST_PRICE,0.14,,,
EURATMSWAPTION0F10,LAST_PRICE,0.15,,,
EURATMSWAPTION0F12,LAST_PRICE,0.16,,,
